1	                 106
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 122
1	                 122
1	                 122
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 122
1	                 432
1	                 431
1	                 424
1	                 432
1	                 431
1	                 432
1	                 432
1	                 431
1	                 432
1	                 431
1	                 431
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 134
1	                 432
1	                 432
1	                 431
1	                 431
1	                 432
1	                 122
1	                 432
1	                 432
1	                 130
1	                 432
1	                 432
1	                 432
1	                 431
1	                 432
1	                 432
1	                 431
1	                 432
1	                 431
1	                 431
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 432
1	                 432
1	                 122
1	                 126
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 431
1	                 432
1	                 431
1	                 432
1	                 432
1	                 431
1	                 126
1	                 122
1	                 130
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 431
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 432
1	                 432
1	                 431
1	                 431
1	                 122
1	                 122
1	                 432
1	                 424
1	                 432
1	                 431
1	                 432
1	                 432
1	                 432
1	                 432
1	                 102
1	                 431
1	                 432
1	                 431
1	                 432
1	                 432
1	                 432
1	                 115
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 432
1	                 432
1	                 432
1	                 130
1	                 431
1	                 431
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 432
1	                 424
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 432
1	                 432
1	                 431
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 424
1	                 122
1	                 130
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 118
1	                 431
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                  35
1	                 432
1	                  27
1	                 106
1	                 432
1	                 431
1	                 432
1	                 432
1	                 432
1	                 431
1	                 432
1	                 106
1	                 432
1	                 431
1	                 432
1	                 122
1	                 431
1	                 432
1	                 432
1	                 134
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 432
1	                 431
1	                 431
1	                 431
1	                 432
1	                 432
1	                 432
1	                 110
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 431
1	                 432
1	                 432
1	                 431
1	                 424
1	                 122
1	                 126
1	                 122
1	                 431
1	                 432
1	                 134
1	                 432
1	                 431
1	                 432
1	                 432
1	                 432
1	                 431
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 432
1	                 134
1	                 431
1	                 432
1	                 432
1	                 432
1	                 122
1	                 432
1	                 424
1	                 431
1	                 432
1	                 432
