1	                  76
1	                 144
1	                 280
1	                 552
1	                1096
1	                2184
1	                4360
1	                8712
1	               17416
1	               34824
1	               69640
1	              139272
1	              278536
1	              557064
1	             1114120
1	             2228232
1	             4456456
1	             8912904
1	            17825800
