1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 123
1	                 136
1	                 123
1	                 123
1	                 136
1	                 123
1	                 123
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 123
1	                 136
1	                 123
1	                 123
1	                 136
1	                 136
1	                 136
1	                 136
1	                 136
1	                 136
1	                 136
1	                 136
1	                 123
1	                 136
1	                 123
1	                 123
1	                 123
1	                 136
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 136
1	                 123
1	                 136
1	                 123
1	                 123
1	                 123
1	                 123
1	                 136
1	                 136
1	                 123
1	                 123
1	                 136
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 136
1	                 136
1	                 136
1	                 136
1	                 123
1	                 136
1	                 136
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 123
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 123
1	                 136
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 136
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 136
1	                 136
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 136
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 136
1	                 136
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 136
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 136
1	                 136
1	                 136
1	                 136
1	                 123
1	                 136
1	                 123
1	                 123
1	                 136
1	                 123
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 136
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 136
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 136
1	                 136
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 123
1	                 136
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 123
1	                 136
1	                 136
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 136
1	                 123
1	                 123
1	                 123
1	                 136
1	                 123
1	                 123
1	                 123
1	                 136
1	                 123
1	                 136
1	                 136
1	                 136
1	                 136
1	                 123
1	                 123
1	                 136
1	                 123
1	                 136
1	                 123
1	                 123
1	                 136
1	                 136
