1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
0	                 122
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
0	                 122
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
0	                 122
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
1	                 123
